Team,Season,gameId,OpposingTeam,gameDate,home_or_away,situation,corsiPercentage,fenwickPercentage,xGoalsFor,shotsOnGoalFor,blockedShotAttemptsFor,goalsFor,savedShotsOnGoalFor,penaltyMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,highDangerShotsFor,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,xGoalsAgainst,shotsOnGoalAgainst,blockedShotAttemptsAgainst,goalsAgainst,savedShotsOnGoalAgainst,penaltyMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,highDangerShotsAgainst,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,powerPlayxGoalsFor,powerPlayxGoalsAgainst,shortHandedxGoalsAgainst,otherxGoalsFor,otherxGoalsAgainst,shortHandedxGoalsFor,fiveOnFivexGoalsFor,fiveOnFivexGoalsAgainst,fiveOnfiveFenwickPercentage,fiveOnfiveCorsiPercentage,last_10_avg_xgoals_for,last_10_avg_xgoals_against,result,home_away,last_10_avg_goals_for,last_10_avg_goals_against,opp_last_10_goals_for,opp_last_10_goals_against,opp_last_10_xgoals_against,opp_last_10_xgoals_for
NYR,2022,2022020991,BOS,20230304,AWAY,all,0.44,0.4667,1.856,26,9,2,24,11,25,24,13,11,31,2,2,0.654,0.24,0.962,1,0,1,2.639,24,16,4,20,11,33,25,6,8,30,7,3,0.998,0.939,0.702,2,0,2,0.747,0.334,0.58,0.054,0,0.059,0.996,1.725,0.4808,0.4808,3.3892,3.2547000000000006,0,0,3.4,3.6,4.1,1.9,3.1978,3.6388999999999996
NYR,2022,2022021028,MTL,20230309,AWAY,all,0.5043,0.5714,2.819,33,14,3,30,6,29,19,11,17,37,5,2,1.111,0.533,1.175,1,0,2,3.073,26,24,3,23,6,25,19,6,26,19,9,5,0.684,1.118,1.27,1,1,1,1.28,0.269,0.186,0.238,0.595,0.098,1.202,2.023,0.5385,0.5385,3.2472000000000003,3.1510000000000002,0,0,3,3.8,2.8,3.4,3.5926,2.5614
NYR,2022,2022021040,BUF,20230311,AWAY,all,0.4444,0.4691,2.207,26,14,2,24,4,33,24,5,6,31,5,2,0.804,0.592,0.811,1,0,1,2.623,33,22,1,32,4,21,19,7,9,33,9,1,1.297,1.098,0.228,1,0,0,0.078,0,0.101,0.847,0,0.036,1.246,2.522,0.3692,0.3692,3.2048,3.2024,1,0,2.7,3.7,3.6,4.7,4.3325000000000005,3.1357
NYR,2022,2022021054,PIT,20230312,AWAY,all,0.5041,0.4767,2.735,29,21,2,27,10,31,44,5,18,31,8,2,0.996,0.91,0.828,0,1,1,3.666,35,16,3,32,6,35,45,8,22,30,10,5,1.037,1.37,1.258,2,1,0,0.643,0,0.225,0,0.702,0.047,2.044,2.739,0.4706,0.4706,3.0659,3.0058,0,0,2.5,3.4,3.6,3.4,3.3683,3.5373999999999994
NYR,2022,2022021067,WSH,20230314,HOME,all,0.5,0.5333,3.574,36,14,5,31,10,29,30,8,7,33,13,2,1.066,1.664,0.843,2,2,1,2.884,31,20,3,28,6,32,16,5,8,31,8,3,0.729,1.03,1.125,2,1,0,0.646,0,0.43,0.603,0.394,0.072,2.252,2.06,0.48,0.48,3.0563,3.0681000000000003,1,1,2.5,3.4,3.4,3.3,3.6938000000000004,2.6914000000000002
NYR,2022,2022021082,PIT,20230316,HOME,all,0.5,0.5,3.614,35,16,4,31,0,25,20,17,24,31,12,3,0.986,1.313,1.315,0,2,2,2.706,32,16,2,30,4,28,21,11,14,33,11,2,0.891,1.322,0.493,1,0,1,0.267,0.009,0,0.783,0.263,0,2.564,2.434,0.4881,0.4881,2.9676,3.1178,1,1,2.9,3.3,3.9,3.1,2.9707999999999997,3.7247
NYR,2022,2022021103,PIT,20230318,HOME,all,0.4019,0.3974,2.27,24,12,6,18,12,28,11,16,14,21,8,2,0.705,1.069,0.497,1,5,0,2.537,33,17,0,33,10,27,15,7,9,38,6,3,0.858,0.796,0.883,0,0,0,0.471,0.022,0.102,0,0,0.101,1.698,2.414,0.377,0.377,3.0225,3.1387,1,1,3.2,3.1,3.8,3.3,3.1138,3.5643000000000002
NYR,2022,2022021111,NSH,20230319,HOME,all,0.5392,0.6056,3.326,34,12,7,27,4,13,11,13,6,24,16,3,0.687,1.808,0.831,4,2,1,2.149,22,19,0,22,6,26,20,5,6,22,3,3,0.587,0.521,1.04,0,0,0,0.714,0.077,0.039,0.086,0,0,2.526,2.032,0.6316,0.6316,2.8175,3.0183,1,1,3.5,2.5,2.1,2.3,3.4036999999999997,3.1633
NYR,2022,2022021120,CAR,20230321,HOME,all,0.4234,0.4382,2.208,31,8,2,29,2,32,17,12,20,31,5,3,0.784,0.684,0.74,0,0,2,2.335,39,14,3,36,6,31,9,6,7,42,5,3,1.025,0.644,0.665,2,1,0,0.327,0,0.02,0.323,0,0.347,1.211,2.315,0.3766,0.3766,2.8844000000000003,2.9123,0,1,3.7,2.3,3,2.6,2.4978000000000002,3.4453000000000005
NYR,2022,2022021138,CAR,20230323,AWAY,all,0.3368,0.3571,1.872,16,7,2,14,6,22,18,6,7,18,5,2,0.628,0.676,0.569,1,1,0,2.634,30,18,1,29,6,32,22,7,11,34,9,2,0.911,1.222,0.501,1,0,0,0.368,0,0.366,0.095,0.083,0,1.409,2.186,0.2807,0.2807,2.8402000000000003,2.8963,1,0,3.6,2.4,3.1,2.5,2.3935000000000004,3.4463
NYR,2022,2022021156,FLA,20230325,AWAY,all,0.4597,0.5111,2.769,42,11,4,38,2,30,20,6,4,35,8,3,1.057,0.941,0.771,2,1,1,2.956,34,23,3,31,8,37,17,10,14,33,6,5,0.904,0.739,1.314,1,0,2,0.034,0.016,0.528,0,0.251,0,2.736,2.162,0.5467,0.5467,2.6481000000000003,2.7245999999999997,1,0,3.5,2,3.8,3.3,3.1033,3.7829
NYR,2022,2022021176,CBJ,20230328,HOME,all,0.5321,0.5341,4.063,36,11,6,30,8,24,16,12,21,31,13,3,1.11,1.667,1.286,3,2,1,2.643,30,10,2,28,4,34,15,7,7,32,6,3,0.834,0.743,1.066,1,0,1,0.349,0.019,0.605,0.956,0,0.05,2.707,2.019,0.5571,0.5571,2.7394,2.7563,1,1,3.7,1.9,3.5,5.6,3.8695999999999997,3.2243000000000004
NYR,2022,2022021191,NJD,20230330,AWAY,all,0.4123,0.4419,3.003,25,9,1,24,4,28,19,7,9,27,7,4,0.704,0.817,1.482,0,0,1,3.255,31,19,2,29,4,26,19,10,13,32,14,2,0.993,1.824,0.438,0,2,0,0.808,0.133,0.616,0.814,0,0,1.382,2.506,0.4203,0.4203,2.8638,2.7133,0,0,4,1.8,2.8,2.9,2.8743,3.7189
NYR,2022,2022021200,BUF,20230331,AWAY,all,0.5,0.5155,3.522,33,12,2,31,4,29,30,5,1,36,10,4,1.027,1.276,1.219,0,0,2,2.703,34,15,3,31,2,28,14,4,11,35,11,1,1.143,1.219,0.34,0,2,1,0.023,0,0.116,0.216,0.212,0.037,3.245,2.375,0.4884,0.4884,2.9434,2.7765,0,0,3.9,1.9,2.8,4.5,2.9198999999999997,3.0639
NYR,2022,2022021217,WSH,20230402,AWAY,all,0.5126,0.5208,3.406,34,11,5,29,19,33,19,5,5,40,7,3,1.159,0.858,1.389,1,2,2,5.347,28,12,2,26,23,23,24,9,10,26,9,11,0.84,1.155,3.352,0,1,1,0.958,0.016,0.66,0,0.295,0,2.448,4.376,0.5063,0.5063,3.0221,2.6802,1,0,3.9,1.9,3.4,3.8,3.1330999999999998,3.0926
NYR,2022,2022021241,TBL,20230405,HOME,all,0.4914,0.5111,4.284,37,11,6,31,28,21,22,15,4,25,18,3,0.911,2.24,1.133,3,2,1,3.644,31,15,3,28,32,26,21,7,14,34,6,4,1.152,0.828,1.664,1,0,2,2.029,0,0.692,0.092,0,0.045,2.118,2.952,0.4203,0.4203,3.0053,2.9265,1,1,3.9,1.8,3.3,2.5,3.2520000000000002,2.8452
NYR,2022,2022021251,STL,20230406,AWAY,all,0.5213,0.4844,2.669,24,18,2,22,2,28,11,14,7,23,6,2,0.79,0.684,1.196,0,0,2,2.702,22,12,3,19,4,15,15,11,8,21,7,5,0.569,0.781,1.351,1,1,1,0.519,0,0.119,0.678,0.312,0,1.473,2.271,0.5088,0.5088,3.0723,3.0202999999999998,0,0,4.1,1.9,4,3.4,3.194,2.4988
NYR,2022,2022021263,CBJ,20230408,AWAY,all,0.5755,0.5867,3.308,28,17,4,24,4,31,16,5,3,26,15,3,0.845,1.682,0.782,0,3,1,2.041,20,14,0,20,4,22,24,8,2,21,9,1,0.703,1.12,0.217,0,0,0,0.051,0,0.388,0.487,0,0.087,2.684,1.653,0.5738,0.5738,3.1122,3.0368,1,0,3.7,2.2,2.6,5.5,4.1749,2.4212
NYR,2022,2022021275,BUF,20230410,HOME,all,0.4717,0.4419,2.748,28,12,2,26,2,27,15,15,15,26,10,2,0.91,1.086,0.753,2,0,0,3.799,39,8,2,37,4,21,13,8,7,31,12,5,0.858,1.552,1.389,0,1,1,0.302,0,0.029,0,0.899,0,2.446,2.872,0.4789,0.4789,3.1104,3.026,0,1,3.4,2.2,3.3,3.7,3.2801,3.4261000000000004
NYR,2022,2022021304,TOR,20230413,HOME,all,0.4902,0.527,3.18,24,11,2,22,2,19,10,13,14,26,8,5,0.878,1.043,1.259,1,1,0,2.653,21,17,3,18,4,27,14,9,10,25,7,3,0.767,0.99,0.896,1,1,1,0.162,0,0.006,0.546,0,0,2.471,2.647,0.4848,0.4848,3.1643999999999997,3.1724,0,1,3.4,2.1,3.1,2.4,2.7836,4.009
NYR,2023,2023020010,BUF,20231012,AWAY,all,0.4831,0.5309,4.494,31,14,5,26,8,38,18,4,3,29,8,6,0.766,1.183,2.544,0,2,3,2.256,25,23,1,24,10,22,29,6,9,29,7,2,0.928,0.838,0.49,0,0,1,0.608,0.119,0.918,1.389,0.128,0.257,2.24,1.091,0.5714,0.5714,,,1,0,,,,,,
NYR,2023,2023020022,CBJ,20231014,AWAY,all,0.6643,0.6465,4.69,42,29,3,39,2,34,23,7,2,46,14,4,1.435,1.602,1.653,1,1,1,3.077,21,12,5,16,6,25,25,8,5,20,9,6,0.52,1.098,1.459,1,3,1,0.061,0,0.706,1.085,0.106,0,3.543,2.264,0.6463,0.6463,4.494,2.256,0,0,5,1,2,4,4.64,2.608
NYR,2023,2023020037,ARI,20231016,HOME,all,0.5351,0.5476,2.757,28,15,2,26,18,22,23,10,11,36,9,1,1.256,1.033,0.468,1,1,0,2.353,27,15,1,26,14,26,20,3,4,33,3,2,0.92,0.329,1.104,0,0,1,0.592,0,0.725,0.109,0.108,0,2.056,1.52,0.5902,0.5902,4.5920000000000005,2.6665,1,1,4,3,3,3,3.138,4.479
NYR,2023,2023020053,NSH,20231019,HOME,all,0.566,0.5135,2.214,24,22,1,23,8,27,33,6,7,28,8,2,0.823,0.85,0.542,0,1,0,4.032,27,10,4,23,8,23,25,4,3,23,6,7,0.665,0.912,2.455,0,2,2,0.478,0,1.131,0.557,0.376,0,1.178,2.525,0.4737,0.4737,3.9803333333333337,2.562,0,1,3.3333333333333335,2.3333333333333335,2.25,3.5,3.2825,4.21925
NYR,2023,2023020078,SEA,20231021,AWAY,all,0.4898,0.5405,2.216,27,8,4,23,15,30,30,9,1,30,8,2,0.756,0.891,0.569,1,2,1,1.338,19,16,1,18,11,24,29,9,4,31,2,1,0.933,0.197,0.208,1,0,0,0.017,0,0.242,0,0.094,0.236,1.963,1.001,0.5538,0.5538,3.5387500000000003,2.9295,1,0,2.75,2.75,2,3.2,3.4714,3.075
NYR,2023,2023020096,CGY,20231024,AWAY,all,0.375,0.4,2.734,20,11,3,17,6,21,15,2,1,21,4,3,0.584,0.486,1.664,0,0,3,2.794,26,23,1,25,10,32,16,1,8,30,9,3,0.951,1.165,0.678,0,1,0,1.167,0.006,0.472,0.585,0.059,0,0.983,2.257,0.3585,0.3585,3.2742000000000004,2.6112,1,0,3,2.4,2.6666666666666665,3.6666666666666665,3.1313333333333335,2.9866666666666664
NYR,2023,2023020110,EDM,20231026,AWAY,all,0.4677,0.4891,2.588,32,13,3,29,4,31,20,7,7,38,5,2,1.128,0.631,0.829,2,0,1,3.388,29,19,0,29,6,22,19,14,9,31,12,4,0.946,1.479,0.963,0,0,0,0.526,0.007,0.234,0,0,0,2.061,3.148,0.4756,0.4756,3.1841666666666666,2.6416666666666666,1,0,3,2.1666666666666665,2.8333333333333335,4.5,3.269166666666667,3.1756666666666664
NYR,2023,2023020124,VAN,20231028,AWAY,all,0.4298,0.4607,3.11,24,11,4,20,10,32,19,2,7,34,4,3,0.695,0.48,1.934,0,1,3,3.29,33,21,3,30,10,24,21,7,5,32,13,3,0.881,1.44,0.969,1,2,0,0.967,0.156,0.976,1.375,0.708,0.068,0.701,1.451,0.4091,0.4091,3.099,2.748285714285714,1,0,3,1.8571428571428572,4,2.142857142857143,3.0778571428571424,2.935
NYR,2023,2023020135,WPG,20231030,AWAY,all,0.425,0.4588,2.413,26,12,3,23,6,33,31,3,8,31,5,3,0.512,0.584,1.316,1,1,1,2.144,29,23,2,27,6,26,18,4,9,40,5,1,1.302,0.547,0.295,2,0,0,0.881,0.008,0.213,0.205,0.708,0,1.327,1.215,0.4237,0.4237,3.100375,2.816,1,0,3.125,2,3.375,3.375,3.377875,3.058
NYR,2023,2023020148,CAR,20231102,HOME,all,0.4407,0.4762,2.67,26,12,2,24,2,32,21,5,3,29,9,2,0.901,0.988,0.781,0,1,1,2.787,27,22,1,26,8,30,13,2,3,36,5,3,0.931,0.636,1.221,0,0,1,0.947,0.079,0.765,0.557,0.084,0.032,1.134,1.859,0.4127,0.4127,3.024,2.7413333333333334,1,1,3.111111111111111,2,3.6,3.7,3.0504000000000002,3.5759999999999996
NYR,2023,2023020169,MIN,20231104,AWAY,all,0.295,0.2778,1.272,18,16,4,14,8,29,20,0,5,21,3,1,0.541,0.446,0.285,2,2,0,5.036,39,33,4,35,2,20,20,4,8,44,15,6,1.537,1.697,1.802,1,2,1,0,0,1.662,0,0.693,0,1.272,2.681,0.3676,0.3676,2.9886,2.7459,0,0,3,1.9,3.5,4.2,3.4696,3.3769
NYR,2023,2023020183,DET,20231107,HOME,all,0.5299,0.5464,4.465,32,9,5,27,12,31,25,11,10,37,10,6,1.281,1.212,1.973,2,2,1,2.757,28,11,3,25,6,22,16,2,7,33,9,2,0.702,1.078,0.978,1,2,0,0.759,0,0.623,0.999,0.795,0.271,2.437,1.34,0.6269,0.6269,2.6664000000000003,3.0239000000000003,1,1,2.9,2.2,3.6,2.9,3.0884,2.991
NYR,2023,2023020196,MIN,20231109,HOME,all,0.4661,0.4607,3.04,28,14,4,24,7,27,32,0,3,29,9,3,0.846,1.041,1.154,1,1,2,2.423,26,15,1,25,7,19,21,0,2,40,6,2,1.032,0.762,0.628,0,1,0,0.616,0.013,0.032,0.398,0.912,0.088,1.939,1.466,0.4933,0.4933,2.6439,2.9919000000000002,1,1,3.1,2,3.7,4.1,3.1858999999999997,3.6257999999999995
NYR,2023,2023020225,CBJ,20231112,HOME,all,0.6241,0.619,3.822,40,23,3,37,6,45,19,7,10,49,14,2,1.593,1.729,0.501,1,2,0,2.966,28,13,3,25,10,24,16,5,4,30,7,3,1.152,0.896,0.918,2,0,1,0.817,0,0.023,1.318,0.698,0,1.688,2.245,0.5942,0.5942,2.6722,2.9989,0,1,3.3,2,2.8,3.7,3.339,3.2622
NYR,2023,2023020261,NJD,20231118,AWAY,all,0.4809,0.4894,4.126,35,17,5,30,2,25,28,6,13,30,12,4,0.728,1.532,1.866,0,2,3,2.9,33,20,3,30,4,22,33,13,15,38,8,2,1.07,0.94,0.89,1,2,0,0.549,0.077,0.088,1.086,0.128,0,2.491,2.607,0.4557,0.4557,2.8329999999999997,2.8923,1,0,3.5,1.9,3.6,4,3.2326,3.5339
NYR,2023,2023020274,DAL,20231120,AWAY,all,0.4565,0.5,3.634,33,11,3,30,2,27,22,5,7,42,5,5,1.103,0.611,1.92,0,1,2,5.152,36,23,6,30,8,31,16,8,8,33,12,7,1.014,1.443,2.695,0,1,5,0.776,0.007,0.698,0.075,1.465,0.01,2.774,2.982,0.4875,0.4875,3.024,3.0484999999999998,0,0,3.6,2.1,3.8,3,3.1056,3.6594
NYR,2023,2023020283,PIT,20231122,AWAY,all,0.4412,0.4842,3.163,36,14,1,35,10,29,22,8,3,31,11,4,0.848,1.386,0.929,0,1,0,3.65,32,27,0,32,6,32,14,4,14,35,10,4,0.938,1.115,1.597,0,0,0,0.321,0.096,1.165,0,0.147,0.212,2.63,2.242,0.4872,0.4872,3.114,3.2843000000000004,1,0,3.6,2.6,3.7,2.6,3.0997999999999997,3.9602000000000004
NYR,2023,2023020294,PHI,20231124,AWAY,all,0.4324,0.4074,1.944,19,15,3,16,24,30,15,8,7,28,3,2,0.83,0.416,0.698,1,1,1,2.818,37,15,1,36,16,26,24,4,4,40,4,4,1.247,0.486,1.085,0,1,0,0.055,0,1.514,0.471,0.074,0.037,1.382,1.23,0.4717,0.4717,3.1715,3.3104999999999998,1,0,3.4,2.6,3.2,2.7,2.7805,2.5301
NYR,2023,2023020308,BOS,20231125,HOME,all,0.5481,0.5728,4.653,40,15,7,33,4,41,26,10,5,41,15,3,1.487,2.015,1.151,3,2,2,3.485,31,17,4,27,6,29,18,6,6,30,8,6,0.683,0.908,1.894,1,1,2,1.139,0.28,0.505,0.378,0.049,0.148,2.989,2.65,0.5854,0.5854,3.0549,3.2633,1,1,3.3,2.4,3.5,2.9,3.0883,3.3531
NYR,2023,2023020322,BUF,20231127,HOME,all,0.4649,0.4375,2.757,26,18,1,25,2,34,23,10,5,24,8,3,0.819,1.17,0.768,1,0,0,3.55,39,16,5,34,6,13,15,9,3,33,7,5,0.737,0.838,1.975,1,2,2,0.44,0,0.058,0,0.962,0,2.318,2.53,0.4118,0.4118,3.2789,3.3973999999999998,0,1,3.7,2.6,2.6,3.6,3.5128999999999997,3.0513
NYR,2023,2023020338,DET,20231129,HOME,all,0.6131,0.6146,4.694,41,25,3,38,14,33,18,8,6,37,16,6,0.951,2.061,1.682,2,1,0,4.689,27,16,2,25,8,17,8,8,3,23,7,7,0.763,0.851,3.075,1,0,1,1.494,0.025,2.594,0.344,0,0.265,2.592,2.07,0.6029,0.6029,3.2876,3.4737,1,1,3.6,3,3.4,2.9,2.7862999999999998,2.804
NYR,2023,2023020358,NSH,20231202,AWAY,all,0.3841,0.3673,3.5,25,17,4,21,8,38,30,7,13,23,8,5,0.456,0.975,2.068,0,2,2,4.866,40,23,3,37,2,28,35,6,15,37,22,3,1.014,2.79,1.062,2,1,0,0.599,0.216,1.704,0.615,0.324,0,2.286,2.623,0.4079,0.4079,3.6298000000000004,3.439,1,0,3.5,2.8,3.7,3.6,2.9431000000000003,3.3684
NYR,2023,2023020370,SJS,20231203,HOME,all,0.5154,0.5213,4.047,36,18,6,30,4,30,22,6,8,30,13,6,1.011,1.493,1.542,3,2,1,3.982,28,18,5,23,6,26,23,1,6,27,14,4,0.755,1.989,1.238,1,3,1,0.985,0.135,0.235,0,0.697,0.276,2.785,2.915,0.5263,0.5263,3.5332999999999997,3.6499,1,1,3.4,2.8,2.5,3.2,3.9642000000000004,2.443
NYR,2023,2023020382,OTT,20231205,AWAY,all,0.4426,0.4839,2.89,35,9,2,33,11,34,18,7,13,34,8,3,0.945,1.065,0.88,0,0,2,4.179,36,20,6,30,13,27,15,8,13,32,10,6,0.939,1.404,1.836,2,1,3,0.343,0.095,0.525,0.095,0.75,0.117,2.335,2.807,0.4638,0.4638,3.6339999999999995,3.8058,0,0,3.6,3.2,2.9,3.4,2.888,2.5806
NYR,2023,2023020414,WSH,20231209,AWAY,all,0.5321,0.5349,2.052,31,12,0,31,11,23,21,6,1,39,6,1,1.037,0.679,0.336,0,0,0,2.693,29,11,4,25,7,35,19,10,11,32,6,2,1.131,0.879,0.684,3,0,1,0.066,0,0.848,0,0,0.024,1.963,1.845,0.5467,0.5467,3.5408,3.9271000000000003,0,0,3.5,3.5,2.4,3.2,3.4868,2.8332
NYR,2023,2023020424,LAK,20231210,HOME,all,0.5474,0.5362,3.307,27,15,4,23,12,32,24,7,5,21,13,3,0.68,1.733,0.894,0,3,1,2.787,26,11,1,25,16,19,17,4,5,24,5,3,0.56,0.715,1.512,0,0,1,1.414,0,1.518,0,0,0,1.893,1.269,0.4615,0.4615,3.3333999999999997,3.9064,1,1,3,3.6,3.5,1.4,2.3699000000000003,3.318
NYR,2023,2023020432,TOR,20231212,HOME,all,0.582,0.5543,3.605,31,20,3,28,10,26,25,7,13,35,12,4,1.33,1.373,0.902,1,2,0,6.958,30,10,7,23,8,29,14,5,7,22,9,10,0.567,1.326,5.064,2,1,4,0.291,0,3.331,0.103,1.184,0,3.211,2.443,0.6027,0.6027,3.3007,3.6698999999999997,0,1,3.1,3.1,3,2.7,3.1029,3.636
NYR,2023,2023020456,ANA,20231215,HOME,all,0.5484,0.5104,4.113,39,19,5,34,6,32,15,7,12,33,11,5,1.312,1.228,1.573,1,4,0,2.88,30,9,1,29,12,29,15,6,7,37,7,3,1.027,0.858,0.995,1,0,0,1.171,0.013,0.343,0.033,0.226,0,2.909,2.298,0.4667,0.4667,3.3449,4.0007,1,1,3.3,3.8,2.2,4,3.1169000000000002,2.7332
NYR,2023,2023020462,BOS,20231216,AWAY,all,0.5492,0.5862,2.92,34,16,2,32,13,29,23,9,4,41,7,3,1.01,0.781,1.129,0,1,1,2.351,22,19,1,21,20,21,24,7,10,27,6,3,0.817,0.811,0.723,0,0,1,0.94,0.01,0.431,0.185,0.066,0.348,1.447,1.843,0.5088,0.5088,3.5618000000000003,4.0069,1,0,3.5,3.8,2.9,3.3,3.4621000000000004,3.307
NYR,2023,2023020489,TOR,20231219,AWAY,all,0.5,0.4891,3.288,36,18,5,31,0,26,41,8,8,38,2,5,1.028,0.297,1.963,2,0,3,2.661,33,16,2,31,4,21,20,9,15,40,4,3,1.347,0.449,0.865,2,0,0,0.817,0.015,0,0.576,0.694,0,1.896,1.952,0.4557,0.4557,3.3884999999999996,3.8935000000000004,1,0,3,3.5,3.9,2.7,3.4194000000000004,4.4875
NYR,2023,2023020511,EDM,20231222,HOME,all,0.5313,0.4886,2.951,34,25,3,31,4,23,16,6,7,34,3,6,1.138,0.265,1.547,2,0,1,4.389,28,15,4,24,6,33,14,2,3,32,8,5,0.79,1.054,2.546,1,2,1,0.275,0.278,0.58,1.068,1.598,0.049,1.56,1.934,0.4828,0.4828,3.4415999999999998,3.8045999999999998,0,1,3.4,3.2,3.7,2.9,2.4351,4.1786
NYR,2023,2023020522,BUF,20231223,HOME,all,0.5778,0.5368,3.228,33,27,4,29,7,32,13,6,7,42,6,3,1.344,0.922,0.961,2,1,1,3.393,30,13,3,27,13,28,18,7,5,31,7,6,0.85,0.946,1.597,2,0,1,1.315,0.206,0.008,0.226,0.49,0.329,1.358,2.688,0.473,0.473,3.2673,3.7746000000000004,1,1,3.4,3.4,3.3,3.3,3.4216,3.2990000000000004
NYR,2023,2023020529,WSH,20231227,HOME,all,0.4717,0.5176,2.324,31,6,5,26,4,20,28,8,10,35,8,1,1.313,0.797,0.213,4,1,0,1.345,27,15,1,26,6,20,17,4,4,36,5,0,0.787,0.558,0,1,0,0,0.606,0,0.066,0,0,0,1.718,1.279,0.4932,0.4932,3.2401000000000004,3.6273000000000004,1,1,3.4,3.4,2.4,2.4,2.5257,2.7557
NYR,2023,2023020548,FLA,20231229,AWAY,all,0.4436,0.4792,3.333,34,13,3,31,6,25,24,8,7,35,7,4,1.117,0.903,1.313,1,2,0,3.244,33,24,4,29,4,34,34,5,7,36,11,3,1.058,1.511,0.676,1,3,0,0.017,0.009,0.729,0,0,0.052,3.265,2.505,0.5185,0.5185,3.0678,3.3636000000000004,0,0,3.3,3,2.7,2.7,2.9697,4.2529
NYR,2023,2023020560,TBL,20231230,AWAY,all,0.3333,0.369,4.511,21,8,5,16,10,26,27,7,6,19,6,6,0.493,0.772,3.245,2,1,2,3.177,35,25,1,34,8,30,20,4,8,42,6,5,1.173,0.651,1.352,0,1,0,0,0,0.944,2.13,0.267,0,2.381,1.965,0.3824,0.3824,3.1121000000000003,3.2701000000000002,1,0,3.4,2.8,3.2,3,3.71,3.0789999999999997
NYR,2023,2023020575,CAR,20240102,HOME,all,0.5,0.5,1.596,29,10,1,28,8,29,26,7,3,36,1,2,0.896,0.138,0.561,1,0,0,2.618,27,10,6,21,6,30,18,3,1,31,5,3,0.789,0.601,1.228,1,2,3,0.192,0.092,1.04,0,0,0.06,1.344,1.487,0.5484,0.5484,3.3579999999999997,3.3185000000000002,0,1,3.9,2.5,3.6,2.5,2.5931,3.3465000000000003
NYR,2023,2023020591,CHI,20240104,HOME,all,0.5841,0.622,2.639,32,15,4,28,11,29,19,3,5,43,6,2,1.44,0.769,0.431,3,0,1,1.904,23,16,1,22,9,16,23,2,1,23,6,2,0.628,0.75,0.525,0,0,1,0.558,0,0.052,0.372,0.041,0,1.708,1.812,0.6029,0.6029,3.1869,3.3015999999999996,1,1,3.6,3,2.2,4.6,3.7377000000000002,1.8902
NYR,2023,2023020610,MTL,20240106,AWAY,all,0.5933,0.5818,2.606,48,25,3,45,4,25,24,6,17,57,5,2,1.488,0.629,0.49,1,2,0,2.495,30,15,3,27,6,25,18,3,17,38,6,2,1.261,0.616,0.617,2,1,0,0.214,0.122,0.538,0.439,0.122,0.024,1.929,1.713,0.5443,0.5443,3.0903,2.7962,0,0,3.7,2.4,3.1,3.6,3.1363,3.2997
NYR,2023,2023020621,VAN,20240108,HOME,all,0.5948,0.5914,4.5,42,14,3,39,0,35,30,6,13,36,11,8,1.038,1.371,2.09,3,0,0,3.011,26,9,6,20,4,24,19,3,1,29,6,3,0.822,0.749,1.44,3,2,1,1.257,0,0,0.467,1.186,0,2.776,1.825,0.55,0.55,2.9396,2.7577000000000003,0,1,3.5,2.6,3.8,2.7,2.6561,2.9932000000000003
NYR,2023,2023020647,STL,20240111,AWAY,all,0.6977,0.7111,4.339,43,26,2,41,8,25,20,9,4,42,19,3,0.847,2.256,1.236,0,0,2,3.048,20,13,5,15,6,21,17,16,5,14,8,4,0.426,0.966,1.656,1,2,2,0.84,0,0.608,0.82,1.004,0.241,2.437,1.435,0.6724,0.6724,3.0976,2.8237,0,0,3.6,3.1,2.5,2.9,3.0159,2.784
NYR,2023,2023020653,WSH,20240113,AWAY,all,0.5676,0.5467,4.121,27,22,2,25,10,41,31,9,7,27,9,5,0.912,0.991,2.218,2,0,0,2.991,21,14,3,18,10,18,17,5,11,22,8,4,0.693,1.066,1.233,0,3,0,1.997,0,0.242,0.693,0,0.089,1.341,2.749,0.4918,0.4918,3.2027,2.8624,0,0,3.3,3.4,2.2,3.7,3.5164,2.4753
NYR,2023,2023020669,WSH,20240114,HOME,all,0.4746,0.5432,4.384,31,12,2,29,6,24,24,8,6,29,9,6,0.919,1.225,2.24,1,1,0,2.284,25,25,1,24,12,33,20,4,7,27,8,2,0.82,0.906,0.558,0,0,1,0.616,0.118,0.134,1.798,0.201,0,1.971,1.831,0.5,0.5,3.3197,2.7226,1,1,3.2,3.3,2.2,3.7,3.6559,2.3897
